URL,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Employment Change, 2019-29",Job_Title,Yearly_Wage,Hourly_Wage,Job_Outlook_2019-29_Rate,Job_Outlook_2019-29_Discription
https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,Postsecondary nondegree award,None,None,265200,17000,EMTs and paramedics,35400.0,17.02,0.06, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,No formal educational credential,None,Moderate-term on-the-job training,146900,-300,Acoustical carpenters,47360.0,22.77,0.0, Little or no change
https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,High school diploma or equivalent,5 years or more,None,952300,-61600,Greenhouse managers,71160.0,34.21,-0.06, Decline
https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,Bachelor's degree,None,None,328100,10800,Antenna engineers,101250.0,48.68,0.03, As fast as average
https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,Bachelor's degree,None,None,55800,1700,Hazardous substances engineers,88860.0,42.72,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/respiratory-therapists.htm,Associate's degree,None,None,135800,26300,Respiratory therapists,61330.0,29.48,0.19, Much faster than average
https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,Bachelor's degree,Less than 5 years,None,94400,7500,Benefits analysts,64560.0,31.04,0.08, Much faster than average
https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,Bachelor's degree,None,None,319400,79000,Chemical dependency counselors,46240.0,22.23,0.25, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Residential carpet installers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Student admissions clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/business-and-financial/loan-officers.htm,Bachelor's degree,None,Moderate-term on-the-job training,316900,10100,Commercial loan officers,63270.0,30.42,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Sprinkler fitter helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Terrazzo finishers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,See How to Become One,None,See How to Become One,184600,-7100,Library technicians,30560.0,14.69,-0.04, Decline
https://www.bls.gov/ooh/personal-care-and-service/recreation-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,417100,41500,Recreation workers,26350.0,12.67,0.1, Much faster than average
https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,Associate's degree,None,None,112900,18300,Certified veterinary technicians,35320.0,16.98,0.16, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,See How to Become One,None,See How to Become One,184600,-7100,Library cataloging technicians,30560.0,14.69,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Plan examiners,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/speech-language-pathologists.htm,Master's degree,None,Internship/residency,162600,40500,Speech and language specialists,79120.0,38.04,0.25, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,House carpenter helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,Bachelor's degree,Less than 5 years,None,175500,29800,Social services directors,67150.0,32.28,0.17, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Art restorers,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,See How to Become One,None,Long-term on-the-job training,51900,100,Sketch artists,48760.0,23.44,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,High school diploma or equivalent,None,Apprenticeship,1024100,-4200,Carpenters,48330.0,23.24,0.0, Little or no change
https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,51800,-10400,Corsage makers,28040.0,13.48,-0.2, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Motel front desk clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,Bachelor's degree,None,None,319400,79000,LMHCs,46240.0,22.23,0.25, Much faster than average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Recording engineers,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Betting clerks,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Fiberglass luggage molders,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Helpers—Carpenters,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/management/public-relations-managers.htm,Bachelor's degree,5 years or more,None,88000,8100,Public affairs managers,116180.0,55.86,0.09, Much faster than average
https://www.bls.gov/ooh/management/training-and-development-managers.htm,Bachelor's degree,5 years or more,None,42300,3100,Education and training managers,113350.0,54.5,0.07, Faster than average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Radio station audio engineers,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,Master's degree,5 years or more,None,192900,11400,Curriculum specialists,66290.0,31.87,0.06, Faster than average
https://www.bls.gov/ooh/business-and-financial/loan-officers.htm,Bachelor's degree,None,Moderate-term on-the-job training,316900,10100,Loan underwriters,63270.0,30.42,0.03, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Loan investigators,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,High school diploma or equivalent,None,Apprenticeship,28900,1900,Escalator installers,84990.0,40.86,0.07, Faster than average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Coping machine assemblers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm,Postsecondary nondegree award,None,Moderate-term on-the-job training,215700,-5600,Telecommunications equipment installers and repairers,57910.0,27.84,-0.03, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,468300,19200,Vibratory pile drivers,48160.0,23.16,0.04, As fast as average
https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,1146400,19500,Day care attendants,24230.0,11.65,0.02, Slower than average
https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,Bachelor's degree,Less than 5 years,None,175500,29800,Family service center directors,67150.0,32.28,0.17, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Highway inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/physician-assistants.htm,Master's degree,None,None,125500,39300,Orthopaedic physician assistants,112260.0,53.97,0.31, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Image archivists,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/chemical-engineers.htm,Bachelor's degree,None,None,32600,1400,Refinery process engineers,108770.0,52.3,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Physicians,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,See How to Become One,None,See How to Become One,1579100,119500,Hospital aides,29640.0,14.25,0.08, Much faster than average
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,See How to Become One,None,Long-term on-the-job training,51900,100,Fresco artists,48760.0,23.44,0.0, Little or no change
https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,Bachelor's degree,Less than 5 years,None,175500,29800,Neighborhood service center directors,67150.0,32.28,0.17, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Geological drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,1146400,19500,Childcare workers,24230.0,11.65,0.02, Slower than average
https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,Bachelor's degree,Less than 5 years,None,94400,7500,Compensation analysts,64560.0,31.04,0.08, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm,Bachelor's degree,None,Internship/residency,24500,-600,Golf course architects,69360.0,33.35,-0.02, Decline
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,Podiatric medical assistants,34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Photography and prints curators,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,Bachelor's degree,None,None,59300,-6200,Adult literacy instructors,54350.0,26.13,-0.1, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Refractory tile helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/healthcare/dentists.htm,Doctoral or professional degree,None,See How to Become One,151600,4000,"Surgeons, dental",159200.0,76.54,0.03, As fast as average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Broadcast operations engineers,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Ceramic tile installation helpers,36000.0,17.31,0.05, Faster than average
