URL,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29",Job_Title
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Credit report checkers
https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,"$69,600 per year  $33.46 per hour",Bachelor's degree,See How to Become One,See How to Become One,526200,-7% (Decline),-37600,Merchandise buyers
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,"$48,760 per year  $23.44 per hour",See How to Become One,None,Long-term on-the-job training,51900,0% (Little or no change),100,Caricature artists
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Pipe insulator helpers
https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm,"$50,400 per year  $24.23 per hour",High school diploma or equivalent,None,Apprenticeship,137700,1% (Slower than average),1800,Precision sheet metal workers
https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,"$24,230 per year  $11.65 per hour",High school diploma or equivalent,None,Short-term on-the-job training,1146400,2% (Slower than average),19500,Day care workers
https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,"$48,300 per year  $23.22 per hour",Postsecondary nondegree award,None,None,111300,7% (Faster than average),7600,Surgical technologists
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000,Correspondence representatives
https://www.bls.gov/ooh/healthcare/physical-therapists.htm,"$89,440 per year  $43.00 per hour",Doctoral or professional degree,None,None,258200,18% (Much faster than average),47000,Pulmonary physical therapists
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,"$50,600 per year  $24.33 per hour",Bachelor's degree,None,None,138600,8% (Much faster than average),10800,Corporate meeting planners
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,Otolaryngologists
https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,"$83,510 per year  $40.15 per hour",Bachelor's degree,None,None,373900,4% (As fast as average),16000,Network and computer systems administrators
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,"$48,760 per year  $23.44 per hour",See How to Become One,None,Long-term on-the-job training,51900,0% (Little or no change),100,Calligraphers
https://www.bls.gov/ooh/management/public-relations-managers.htm,"$116,180 per year  $55.86 per hour",Bachelor's degree,5 years or more,None,88000,9% (Much faster than average),8100,Public affairs directors
https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm,"$91,410 per year  $43.95 per hour",Bachelor's degree,None,None,21200,5% (Faster than average),1000,Bio-mechanical engineers
https://www.bls.gov/ooh/management/financial-managers.htm,"$129,890 per year  $62.45 per hour",Bachelor's degree,5 years or more,None,697900,15% (Much faster than average),108100,"Controllers, financial"
https://www.bls.gov/ooh/media-and-communication/editors.htm,"$61,370 per year  $29.50 per hour",Bachelor's degree,Less than 5 years,None,118700,-7% (Decline),-8700,Copy desk chiefs
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,"$42,050 per year  $20.22 per hour",No formal educational credential,None,See How to Become One,123400,3% (As fast as average),4100,Floor scrapers
https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm,"$41,230 per year  $19.82 per hour","Some college, no degree",None,Moderate-term on-the-job training,1673600,-6% (Decline),-95400,"Bookkeeping, accounting, and auditing clerks"
https://www.bls.gov/ooh/healthcare/veterinarians.htm,"$95,460 per year  $45.90 per hour",Doctoral or professional degree,None,None,89200,16% (Much faster than average),14200,Animal pathologists
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,"$47,360 per year  $22.77 per hour",No formal educational credential,None,Moderate-term on-the-job training,146900,0% (Little or no change),-300,Sheet rock installers
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000,Hotel front desk clerks
https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm,"$43,900 per year  $21.11 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,45300,8% (Much faster than average),3700,Lead abatement workers
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Propeller layout workers
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,"$48,330 per year  $23.24 per hour",High school diploma or equivalent,None,Apprenticeship,1024100,0% (Little or no change),-4200,Industrial carpenters
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,"$61,030 per year",Bachelor's degree,None,None,443700,3% (As fast as average),14300,Early childhood special educators
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,"This wage is equal to or greater than $208,000 per year or $100.00 per hour.",Doctoral or professional degree,None,Internship/residency,752400,4% (As fast as average),27300,"Practitioners, family and general"
https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,"$76,540 per year  $36.80 per hour",Bachelor's degree,None,None,55400,3% (As fast as average),1900,Cost analysts
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Dividend clerks
https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,"$72,850 per year  $35.03 per hour",Bachelor's degree,Less than 5 years,Short-term on-the-job training,58400,7% (Faster than average),4300,Technical communications specialists
https://www.bls.gov/ooh/management/financial-managers.htm,"$129,890 per year  $62.45 per hour",Bachelor's degree,5 years or more,None,697900,15% (Much faster than average),108100,Treasurers
https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,"$72,850 per year  $35.03 per hour",Bachelor's degree,Less than 5 years,Short-term on-the-job training,58400,7% (Faster than average),4300,Technical writers
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,Assemblers
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Commercial credit reviewers
https://www.bls.gov/ooh/management/top-executives.htm,"$104,690 per year  $50.33 per hour",Bachelor's degree,5 years or more,None,2774300,4% (As fast as average),115000,Governors
https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,"$45,390 per year  $21.82 per hour",Associate's degree,None,Short-term on-the-job training,10400,-19% (Decline),-2000,Desktop publishers
https://www.bls.gov/ooh/management/public-relations-managers.htm,"$116,180 per year  $55.86 per hour",Bachelor's degree,5 years or more,None,88000,9% (Much faster than average),8100,Public relations officers
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,"$23,520 per year  $11.31 per hour",High school diploma or equivalent,See How to Become One,See How to Become One,187300,10% (Much faster than average),19000,Bookies
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,"$23,520 per year  $11.31 per hour",High school diploma or equivalent,See How to Become One,See How to Become One,187300,10% (Much faster than average),19000,Gaming services workers
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,"$40,540 per year  $19.49 per hour",High school diploma or equivalent,None,See How to Become One,1343400,0% (Little or no change),3500,Time recorders
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,"$23,520 per year  $11.31 per hour",High school diploma or equivalent,See How to Become One,See How to Become One,187300,10% (Much faster than average),19000,Gambling supervisors
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Industrial roofer helpers
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,"$48,160 per year  $23.16 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,468300,4% (As fast as average),19200,Asphalt paving machine operators
https://www.bls.gov/ooh/healthcare/physical-therapists.htm,"$89,440 per year  $43.00 per hour",Doctoral or professional degree,None,None,258200,18% (Much faster than average),47000,Cardiopulmonary physical therapists
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,"$46,500 per year  $22.35 per hour",See How to Become One,None,See How to Become One,302100,-3% (Decline),-10000,Cement masons
https://www.bls.gov/ooh/management/human-resources-managers.htm,"$116,720 per year  $56.11 per hour",Bachelor's degree,5 years or more,None,165200,6% (Faster than average),10400,Recruiting managers
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Stained glass glazier helpers
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,"$46,500 per year  $22.35 per hour",See How to Become One,None,See How to Become One,302100,-3% (Decline),-10000,Terrazzo setters
https://www.bls.gov/ooh/management/top-executives.htm,"$104,690 per year  $50.33 per hour",Bachelor's degree,5 years or more,None,2774300,4% (As fast as average),115000,Chief executive officers (C.E.O.)
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,"$35,390 per year  $17.01 per hour",See How to Become One,None,See How to Become One,1465800,-3% (Decline),-38000,Airline reservation agents
https://www.bls.gov/ooh/management/financial-managers.htm,"$129,890 per year  $62.45 per hour",Bachelor's degree,5 years or more,None,697900,15% (Much faster than average),108100,Bank managers
https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,"$61,660 per year",Bachelor's degree,None,None,1050800,4% (As fast as average),40200,High school teachers
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Pipe fitter helpers
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,"$36,000 per year  $17.31 per hour",See How to Become One,None,Short-term on-the-job training,1643900,5% (Faster than average),81000,Hot tar roofer helpers
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,"$33,710 per year  $16.21 per hour",High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-11% (Decline),-204300,"Aircraft structure, surfaces, rigging, and systems assemblers"
